full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,latitude,longitude,planning_area,subzone
106 SPOTTISWOODE PK RD,6084.745762711865,6225.491299071474,public,1.27356673846343,103.83405815603,BUKIT MERAH,EVERTON PARK
106 TAMPINES ST 11,4724.030951164318,4707.291398160404,public,1.34753918631699,103.94767543125,TAMPINES,TAMPINES EAST
106 TECK WHYE LANE,4226.027397260274,4220.4249235270645,public,1.37795798795128,103.752931630674,CHOA CHU KANG,TECK WHYE
106 TOWNER RD,6151.7598343685295,6281.15626050111,public,1.32102001237887,103.860997837489,KALLANG,BENDEMEER
106 WOODLANDS ST 13,4253.731343283582,4669.905775470474,public,1.4367694338717,103.782224172938,WOODLANDS,WOODLANDS WEST
106 YISHUN RING RD,4756.09756097561,4536.6460381021725,public,1.43147861432349,103.827452004212,YISHUN,YISHUN WEST
106A BIDADARI PK DR,11702.127659574468,11400.63539285042,public,1.33413899991746,103.871259715052,TOA PAYOH,SENNETT
106A DEPOT RD,6375.0,6371.956521739131,public,1.28061364977894,103.810967870883,BUKIT MERAH,DEPOT ROAD
106A PUNGGOL FIELD,5090.909090909091,4846.455614973262,public,1.3966048607668,103.90834413446,PUNGGOL,PUNGGOL FIELD
106B BIDADARI PK DR,11463.659574468084,11649.382978723404,public,1.33364211083176,103.871164760412,TOA PAYOH,SENNETT
106B DEPOT RD,5750.0,5952.11783708146,public,1.28064950442563,103.810750913525,BUKIT MERAH,DEPOT ROAD
106B PUNGGOL FIELD,4222.222222222223,4433.206053206053,public,1.39709453228144,103.907955363138,PUNGGOL,PUNGGOL FIELD
106C PUNGGOL FIELD,4545.454545454545,4560.061957922921,public,1.39736664207497,103.907562230122,PUNGGOL,PUNGGOL FIELD
106D PUNGGOL FIELD,4954.545454545455,4654.429070218544,public,1.39762606734892,103.907358127148,PUNGGOL,PUNGGOL FIELD
107 ALJUNIED CRES,5546.763019589107,5614.558886765409,public,1.31896465338811,103.884287246879,GEYLANG,ALJUNIED
107 ANG MO KIO AVE 4,4202.247191011236,4371.74664864316,public,1.37138400081003,103.837381409794,ANG MO KIO,KEBUN BAHRU
107 BEDOK NTH RD,4697.451765562431,4791.298538244119,public,1.33231740745783,103.936301267285,BEDOK,BEDOK NORTH
107 BEDOK RESERVOIR RD,4378.911892152142,4846.326679258793,public,1.32987028916159,103.909220387915,BEDOK,KAKI BUKIT
107 BISHAN ST 12,5952.380952380952,6118.0884004884,public,1.34641761420969,103.847920706844,BISHAN,BISHAN EAST
107 BT BATOK WEST AVE 6,4182.692307692308,4251.503977392987,public,1.34781088479752,103.746608758355,BUKIT BATOK,BUKIT BATOK CENTRAL
107 BT PURMEI RD,5623.221312790884,5649.279884013823,public,1.27310165475122,103.824508572172,BUKIT MERAH,TELOK BLANGAH RISE
107 GANGSA RD,4735.099337748345,4954.447636294275,public,1.37798469700849,103.766714651133,BUKIT PANJANG,JELEBU
107 JLN BT MERAH,4444.444444444444,4544.946932239432,public,1.27983690191197,103.824757769108,BUKIT MERAH,KAMPONG TIONG BAHRU
107 JLN RAJAH,5000.0,5268.956212484785,public,1.32785332684887,103.854993724632,NOVENA,BALESTIER
107 JURONG EAST ST 13,5108.024691358025,5108.024691358025,public,1.33775456847586,103.73809335212,JURONG EAST,YUHUA EAST
107 LENGKONG TIGA,6331.398512606566,6331.398512606566,public,1.32495459884083,103.910175149612,BEDOK,KEMBANGAN
107 LOR 1 TOA PAYOH,4425.373134328358,4231.3432835820895,public,1.34123358840729,103.847294021513,TOA PAYOH,TOA PAYOH WEST
107 PASIR RIS ST 12,4077.669902912621,4416.245986477396,public,1.36750966709317,103.957518917808,PASIR RIS,PASIR RIS DRIVE
107 POTONG PASIR AVE 1,5441.41957491472,5517.185533274125,public,1.33470936894148,103.86841323904,TOA PAYOH,POTONG PASIR
107 RIVERVALE WALK,3877.808453922316,4227.882763260252,public,1.38300501325196,103.900272453522,SENGKANG,RIVERVALE
107 SERANGOON NTH AVE 1,4571.428571428572,4722.211720226843,public,1.36990040378361,103.870224884545,SERANGOON,SERANGOON GARDEN
107 SIMEI ST 1,4509.615384615385,4757.001469795108,public,1.3421611396727,103.950489942022,TAMPINES,SIMEI
107 TAMPINES ST 11,4880.952380952381,4935.230845181553,public,1.34837105821583,103.948128928872,TAMPINES,TAMPINES EAST
107 TECK WHYE LANE,3658.8584474885847,3966.056652631995,public,1.37805538148223,103.753588247554,CHOA CHU KANG,TECK WHYE
107 TOWNER RD,6093.425155925155,6354.547663792456,public,1.31933733566872,103.860225974926,KALLANG,BENDEMEER
107 WOODLANDS ST 13,3941.176470588235,3941.176470588235,public,1.43729843225252,103.782227077422,WOODLANDS,WOODLANDS WEST
107 YISHUN RING RD,3955.223880597015,4150.848139018558,public,1.43221807625653,103.827520202898,YISHUN,YISHUN WEST
107A CANBERRA ST,6344.086021505376,6303.786483029622,public,1.44990474622,103.832979240964,SEMBAWANG,SEMBAWANG EAST
107A EDGEFIELD PLAINS,4545.454545454546,4550.796289296289,public,1.39719879396476,103.906825785664,PUNGGOL,PUNGGOL FIELD
107B CANBERRA ST,6344.086021505376,6371.26279114314,public,1.44916516333167,103.833497265983,SEMBAWANG,SEMBAWANG EAST
107B EDGEFIELD PLAINS,4181.818181818182,4431.926238199922,public,1.39683723523598,103.907248151565,PUNGGOL,PUNGGOL FIELD
107C CANBERRA ST,6366.072861498957,6322.9116112983465,public,1.44855782306648,103.833864786,SEMBAWANG,SEMBAWANG EAST
107C EDGEFIELD PLAINS,4289.389898989899,4416.9190125190125,public,1.39662152089139,103.907600724822,PUNGGOL,PUNGGOL FIELD
107D EDGEFIELD PLAINS,4136.363636363636,4322.218124006359,public,1.39623982211947,103.90800726106,PUNGGOL,PUNGGOL FIELD
108 ALJUNIED CRES,5102.941176470588,5038.008667458591,public,1.31901276113362,103.885168792784,GEYLANG,ALJUNIED
108 ANG MO KIO AVE 4,4402.985074626866,4672.808064989666,public,1.37094273993861,103.837974822369,ANG MO KIO,KEBUN BAHRU
108 BEDOK NTH RD,4543.940298507463,4681.118372033084,public,1.3327400821369,103.936223521869,BEDOK,BEDOK NORTH
108 BEDOK RESERVOIR RD,4542.857142857143,4750.403601749121,public,1.33023192210361,103.909386968106,BEDOK,KAKI BUKIT
108 BISHAN ST 12,5617.977528089888,5626.452146869984,public,1.34671498920224,103.847398357544,BISHAN,BISHAN EAST
108 BT BATOK WEST AVE 6,4392.523364485981,4543.813403626487,public,1.34744385185714,103.746502067957,BUKIT BATOK,BUKIT BATOK CENTRAL
108 BT PURMEI RD,5333.333333333333,5453.61264033264,public,1.27337413706546,103.825328120716,BUKIT MERAH,TELOK BLANGAH RISE
108 C'WEALTH CRES,4867.458482236704,4873.2842782099615,public,1.30754731967127,103.799088583204,QUEENSTOWN,COMMONWEALTH
108 GANGSA RD,4528.1287405240055,4519.030655672297,public,1.37759685167022,103.767227214144,BUKIT PANJANG,JELEBU
108 HOUGANG AVE 1,4179.104477611941,4288.358775920965,public,1.35277219646669,103.890098621423,HOUGANG,LORONG AH SOO
108 JLN BT MERAH,5135.135135135135,5248.691652670911,public,1.27922008833835,103.825441382185,BUKIT MERAH,KAMPONG TIONG BAHRU
108 JLN RAJAH,5120.0,5415.032757115563,public,1.32838935725024,103.855750872335,NOVENA,BALESTIER
108 JURONG EAST ST 13,4512.077294685991,4678.892512077295,public,1.33838044361314,103.7372828937,JURONG EAST,YUHUA EAST
108 LENGKONG TIGA,6025.974025974026,6265.031771881088,public,1.32456370966495,103.91013096847,BEDOK,KEMBANGAN
108 LOR 1 TOA PAYOH,4772.727272727272,4588.068181818182,public,1.34155252910062,103.847295147125,TOA PAYOH,TOA PAYOH WEST
108 MCNAIR RD,6093.75,6153.118735150873,public,1.3216190383169,103.859382719506,KALLANG,BENDEMEER
108 PASIR RIS ST 12,4897.260273972603,5016.060081501655,public,1.36747877864087,103.95701769761,PASIR RIS,PASIR RIS DRIVE
108 POTONG PASIR AVE 1,5251.096300183679,5485.361808215983,public,1.33472004322162,103.867928446438,TOA PAYOH,POTONG PASIR
108 RIVERVALE WALK,4256.198347107438,4330.155148716774,public,1.38281168591309,103.899782887436,SENGKANG,RIVERVALE
108 SERANGOON NTH AVE 1,4500.0,4706.788729858673,public,1.36990058539467,103.871279457595,SERANGOON,SERANGOON GARDEN
108 SIMEI ST 1,4692.307692307692,4919.234709962169,public,1.34301954085884,103.951007442775,TAMPINES,SIMEI
108 TAMPINES ST 11,4378.205128205128,4760.74089972738,public,1.34786646438205,103.94856161626,TAMPINES,TAMPINES EAST
108 TECK WHYE LANE,4116.438356164384,4315.523258415861,public,1.378324137359,103.752950750544,CHOA CHU KANG,TECK WHYE
108 WOODLANDS ST 13,3532.9670329670325,3827.388639154841,public,1.43721908735525,103.781576753293,WOODLANDS,WOODLANDS WEST
108 YISHUN RING RD,4000.2194907813873,4298.314152200248,public,1.43232355080911,103.829071971177,YISHUN,YISHUN WEST
108A CANBERRA WALK,6329.781330288324,6384.311402924477,public,1.44776056626366,103.831274677849,SEMBAWANG,SEMBAWANG EAST
108B CANBERRA WALK,6290.322580645161,6294.956507697587,public,1.44818951673352,103.831856910403,SEMBAWANG,SEMBAWANG EAST
108B MCNAIR RD,7721.419828641371,7682.611550016691,public,1.31998124429925,103.859005144914,KALLANG,BENDEMEER
108C CANBERRA WALK,6335.75982491198,6338.59649122807,public,1.44735330149199,103.831796158318,SEMBAWANG,SEMBAWANG EAST
108C MCNAIR RD,7649.122807017544,7835.2652231596,public,1.31984417513752,103.859462494536,KALLANG,BENDEMEER
109 ALJUNIED CRES,5350.0,5556.553004830917,public,1.31939291785822,103.884439876207,GEYLANG,ALJUNIED
109 ANG MO KIO AVE 4,4405.351292318894,4484.144124109078,public,1.37009653758337,103.837687775294,ANG MO KIO,KEBUN BAHRU
109 BEDOK NTH RD,4149.253731343284,4374.251996807083,public,1.33205316021213,103.93493510232,BEDOK,BEDOK NORTH
109 BEDOK RESERVOIR RD,5268.656716417911,5124.378109452736,public,1.32963136613535,103.909902161479,BEDOK,KAKI BUKIT
109 BISHAN ST 12,6309.523809523809,6504.070871157827,public,1.34675059587742,103.847990168368,BISHAN,BISHAN EAST
109 BT BATOK WEST AVE 6,5012.71186440678,5029.930266343826,public,1.34700376747987,103.746170410388,BUKIT BATOK,BUKIT BATOK CENTRAL
109 BT PURMEI RD,5290.54054054054,5372.296849566188,public,1.27392939929265,103.825310761145,BUKIT MERAH,TELOK BLANGAH RISE
109 C'WEALTH CRES,4925.373134328358,4900.276940551636,public,1.30724943075855,103.798938288338,QUEENSTOWN,COMMONWEALTH
109 CLEMENTI ST 11,5135.60247542774,5260.364378280893,public,1.32189101790957,103.770595265822,CLEMENTI,SUNSET WAY
109 GANGSA RD,4195.3125,4642.063492063492,public,1.37736736489734,103.767748758874,BUKIT PANJANG,JELEBU
109 HOUGANG AVE 1,4104.477611940299,4390.750301083361,public,1.35532858945575,103.889376316331,HOUGANG,LORONG AH SOO
109 JLN BT MERAH,5138.736263736264,5201.756881214023,public,1.27942671435022,103.826086916123,BUKIT MERAH,KAMPONG TIONG BAHRU
109 JURONG EAST ST 13,4733.333333333333,4851.282051282051,public,1.3383617052828,103.735911158508,JURONG EAST,YUHUA EAST
109 LENGKONG TIGA,6144.2307692307695,6361.090506715507,public,1.32458076244969,103.910697531082,BEDOK,KEMBANGAN
109 LOR 1 TOA PAYOH,5022.727272727272,4855.451178451179,public,1.34123820692527,103.846389510905,TOA PAYOH,TOA PAYOH WEST
109 MCNAIR RD,5526.633522727272,5680.844183528437,public,1.32142037879584,103.859100345051,KALLANG,BENDEMEER
109 PASIR RIS ST 11,3825.0,4178.943577111499,public,1.3684636800666,103.956009070114,PASIR RIS,PASIR RIS DRIVE
109 POTONG PASIR AVE 1,5135.135135135135,5275.765777899112,public,1.33486395185077,103.867411589518,TOA PAYOH,POTONG PASIR
109 RIVERVALE WALK,4250.0,4310.504986576798,public,1.38328317106655,103.899641368712,SENGKANG,RIVERVALE
109 SERANGOON NTH AVE 1,4175.824175824176,4532.99920437985,public,1.36943351823831,103.870511407041,SERANGOON,SERANGOON GARDEN
109 SIMEI ST 1,4653.846153846154,4801.451174337957,public,1.34225792802261,103.950128354135,TAMPINES,SIMEI
109 SPOTTISWOODE PK RD,6379.920156884718,6405.498603392173,public,1.27403187291578,103.83665274606,BUKIT MERAH,EVERTON PARK
109 TAMPINES ST 11,4717.858044960849,4833.176611089264,public,1.34738871145192,103.949231684357,TAMPINES,TAMPINES EAST
109 TECK WHYE LANE,3767.123287671233,4265.17642732371,public,1.37865989251211,103.752077659463,CHOA CHU KANG,TECK WHYE
109 WHAMPOA RD,6030.851319906924,5867.5582856306655,public,1.32714817577656,103.855700914421,NOVENA,BALESTIER
109 WOODLANDS ST 13,4440.298507462687,4438.752980658835,public,1.43752043427047,103.780953594197,WOODLANDS,WOODLANDS WEST
109 YISHUN RING RD,3719.00826446281,3892.561983471074,public,1.43279905704561,103.82864618104,YISHUN,YISHUN WEST
109A DEPOT RD,6030.0,6244.247923657219,public,1.28095771309777,103.809440153696,BUKIT MERAH,DEPOT ROAD
109A EDGEDALE PLAINS,3954.5454545454554,4215.481138055051,public,1.39472186392182,103.909873807721,PUNGGOL,PUNGGOL FIELD
109B DEPOT RD,6336.206896551724,6539.679513184584,public,1.28099937159398,103.809225279521,BUKIT MERAH,DEPOT ROAD
109B EDGEDALE PLAINS,4279.279279279279,4458.305936705937,public,1.39495696200868,103.909634230948,PUNGGOL,PUNGGOL FIELD
109C EDGEDALE PLAINS,4709.090909090909,4623.562060762061,public,1.39517271989093,103.909281605641,PUNGGOL,PUNGGOL FIELD
109D EDGEDALE PLAINS,4022.727272727273,4206.402059202059,public,1.39552991291305,103.908859627789,PUNGGOL,PUNGGOL FIELD
10A BENDEMEER RD,9852.941176470587,9938.79657470929,public,1.31499138887312,103.86050538635,KALLANG,BENDEMEER
10A BOON TIONG RD,10645.16129032258,10631.121913784436,public,1.28635847107695,103.82962615571,BUKIT MERAH,TIONG BAHRU
10B BEDOK STH AVE 2,6293.706293706294,6458.763105096646,public,1.32235386630343,103.936183263112,BEDOK,BEDOK SOUTH
10B BENDEMEER RD,9926.470588235294,10238.10061791466,public,1.31547715332072,103.860312930116,KALLANG,BENDEMEER
10B BOON TIONG RD,10979.538005190952,11043.856348323534,public,1.28633684743341,103.829204757258,BUKIT MERAH,TIONG BAHRU
10B LOR 7 TOA PAYOH,5958.333333333333,6160.358932290023,public,1.33716136352623,103.858353639387,TOA PAYOH,PEI CHUN
10C BENDEMEER RD,9991.823529411766,9952.213484649445,public,1.31584236197018,103.860644539729,KALLANG,BENDEMEER
10D BEDOK STH AVE 2,5821.527851458886,6064.368999037158,public,1.3217708591015,103.936326570445,BEDOK,BEDOK SOUTH
10E BEDOK STH AVE 2,5734.265734265734,5872.990477721972,public,1.3216200934601,103.937040959341,BEDOK,BEDOK SOUTH
10F BEDOK STH AVE 2,6458.333333333334,6501.825691152831,public,1.32221773472774,103.937001345916,BEDOK,BEDOK SOUTH
11 CANTONMENT CL,8866.666666666666,8982.181036168133,public,1.27442604746069,103.839671514269,BUKIT MERAH,EVERTON PARK
11 CHAI CHEE RD,5316.666666666667,5561.221522053683,public,1.32691137466792,103.924883893296,BEDOK,KEMBANGAN
11 EUNOS CRES,5054.945054945055,5155.232720178373,public,1.32180029262903,103.904424351182,GEYLANG,GEYLANG EAST
11 FARRER PK RD,7087.665647298675,7465.81986513816,public,1.31236768241476,103.852109307152,KALLANG,KAMPONG JAVA
11 HAIG RD,5260.869565217392,5292.874396135266,public,1.31483626965284,103.896637295254,GEYLANG,GEYLANG EAST
11 HOLLAND DR,6433.304195804196,6313.766946302954,public,1.31759626847117,103.78265037561,BUKIT TIMAH,ULU PANDAN
11 JLN BATU,5844.77756286267,5813.244055175658,public,1.33575725870064,103.787649889805,BUKIT TIMAH,SWISS CLUB
11 JLN BT MERAH,5000.0,5048.780487804878,public,1.28662190407489,103.808963346663,BUKIT MERAH,ALEXANDRA HILL
11 JOO SENG RD,4796.747967479675,4870.460704607046,public,1.33500895047711,103.880706259667,TOA PAYOH,JOO SENG
11 LOR 8 TOA PAYOH,5626.633663366337,5805.867971139484,public,1.33723344302177,103.858841063408,TOA PAYOH,PEI CHUN
11 MARSILING DR,3172.667440960124,3234.1874758033296,public,1.44039399880253,103.777942285238,WOODLANDS,WOODLANDS WEST
11 PINE CL,7727.272727272727,7682.712853694481,public,1.30811264174982,103.882693800726,GEYLANG,ALJUNIED
11 ST. GEORGE'S RD,6047.619047619048,6006.190476190476,public,1.32292326712558,103.863230452849,KALLANG,BENDEMEER
11 TECK WHYE LANE,3196.969696969697,3523.680808080808,public,1.37976221059279,103.754969354123,CHOA CHU KANG,TECK WHYE
11 TOH YI DR,6553.809957498483,6797.148580412327,public,1.33800261167656,103.77260327239,BUKIT TIMAH,ANAK BUKIT
11 UPP BOON KENG RD,5307.692307692308,5317.70108054908,public,1.31423937033551,103.870914031459,KALLANG,BOON KENG
110 ALJUNIED CRES,5111.98347107438,5444.895316804407,public,1.31997674731215,103.884439316163,GEYLANG,ALJUNIED
110 ANG MO KIO AVE 4,4695.652173913043,4696.5286917371695,public,1.37045937010888,103.837419259859,ANG MO KIO,KEBUN BAHRU
110 BEDOK NTH RD,4477.611940298508,4725.057277848327,public,1.33247206352435,103.934860475522,BEDOK,BEDOK NORTH
110 BEDOK RESERVOIR RD,4184.782608695652,4587.999763677183,public,1.33014480390561,103.910318002341,BEDOK,KAKI BUKIT
110 BISHAN ST 12,6201.923076923077,6181.430288461539,public,1.34740957043624,103.848054589423,BISHAN,BISHAN EAST
110 BT BATOK WEST AVE 6,4318.181818181818,4515.37022397892,public,1.34754443877804,103.745796780836,BUKIT BATOK,BUKIT BATOK CENTRAL
110 BT PURMEI RD,5144.2307692307695,5145.23754985755,public,1.27380415706758,103.827057699596,BUKIT MERAH,TELOK BLANGAH RISE
110 C'WEALTH CRES,4716.666666666667,4881.816586224113,public,1.30679892406231,103.798657169107,QUEENSTOWN,COMMONWEALTH
110 CLEMENTI ST 13,5828.902307137707,5851.4546292391615,public,1.32284507823139,103.770898772473,CLEMENTI,SUNSET WAY
110 GANGSA RD,4673.255003485015,4560.513054023947,public,1.3778637208368,103.768139168585,BUKIT PANJANG,JELEBU
110 HOUGANG AVE 1,4552.23880597015,4609.292509671663,public,1.35465808509334,103.889546232338,HOUGANG,LORONG AH SOO
110 JURONG EAST ST 13,4683.1243270956165,4664.80719983456,public,1.33887088930732,103.736218505026,JURONG EAST,YUHUA EAST
110 LENGKONG TIGA,6163.393133312713,6125.044006460317,public,1.32387836492081,103.910715006466,BEDOK,KEMBANGAN
110 LOR 1 TOA PAYOH,4769.2307692307695,4820.25754985755,public,1.34155275067394,103.846385947783,TOA PAYOH,TOA PAYOH WEST
110 MCNAIR RD,5868.055555555556,6109.466282997025,public,1.32207919748314,103.859079081313,KALLANG,BENDEMEER
110 PASIR RIS ST 11,4374.549906380527,4494.768372604353,public,1.36877568746945,103.956300375904,PASIR RIS,PASIR RIS DRIVE
110 RIVERVALE WALK,3750.0,4193.791372762554,public,1.38349233528457,103.900312363452,SENGKANG,RIVERVALE
110 SERANGOON NTH AVE 1,4388.059701492537,4601.779833228225,public,1.36938351007707,103.8714075184,SERANGOON,SERANGOON GARDEN
110 SIMEI ST 1,5491.803278688524,5406.788566624632,public,1.34275276797807,103.950195189768,TAMPINES,SIMEI
110 SPOTTISWOODE PK RD,6183.919316430873,6483.23884610698,public,1.2736382341353,103.836420334733,BUKIT MERAH,EVERTON PARK
110 TAMPINES ST 11,4391.891891891892,4595.879425556103,public,1.34694662248116,103.949306963291,TAMPINES,TAMPINES EAST
110 TECK WHYE LANE,3904.109589041096,4207.221513499136,public,1.37821371288758,103.751983012288,CHOA CHU KANG,TECK WHYE
110 WHAMPOA RD,5537.190082644628,5622.379046856745,public,1.32682122581121,103.855890714758,NOVENA,BALESTIER
110 WOODLANDS ST 13,3782.967032967033,4015.16859227562,public,1.43759759979085,103.781575573323,WOODLANDS,WOODLANDS WEST
110 YISHUN RING RD,4375.0,4609.394928636501,public,1.43376160343539,103.829006129834,YISHUN,YISHUN WEST
110A DEPOT RD,8695.652173913044,8715.158584886662,public,1.28142824815036,103.809242812919,BUKIT MERAH,DEPOT ROAD
110A PUNGGOL FIELD,4272.727272727273,4531.351973516679,public,1.39612400306258,103.909283681189,PUNGGOL,PUNGGOL FIELD
110B PUNGGOL FIELD,4611.111111111111,4584.960718294052,public,1.39566023887701,103.909627012363,PUNGGOL,PUNGGOL FIELD
110C PUNGGOL FIELD,4174.242424242424,4226.899427502369,public,1.39539733228908,103.910033984669,PUNGGOL,PUNGGOL FIELD
110D PUNGGOL FIELD,4613.636363636364,4594.04,public,1.39500071174513,103.910206023671,PUNGGOL,PUNGGOL FIELD
111 ALJUNIED CRES,5000.0,5178.505014693236,public,1.3203712699315,103.884029086935,GEYLANG,ALJUNIED
111 ANG MO KIO AVE 4,4891.304347826087,5157.67700614248,public,1.37081634607727,103.836983967207,ANG MO KIO,KEBUN BAHRU
111 BEDOK NTH RD,4307.692307692308,4371.834657227916,public,1.33145574028188,103.935458644142,BEDOK,BEDOK NORTH
111 BEDOK RESERVOIR RD,3905.179794520548,3905.179794520548,public,1.32980763743003,103.910093553419,BEDOK,KAKI BUKIT
111 BISHAN ST 12,6250.0,6283.590342990342,public,1.34706752664279,103.848063665404,BISHAN,BISHAN EAST
111 BT BATOK WEST AVE 6,4659.090909090909,4586.489898989899,public,1.34840644346954,103.745994934101,BUKIT BATOK,BUKIT BATOK CENTRAL
111 BT PURMEI RD,5144.2307692307695,5259.14857606162,public,1.27439718126241,103.827239610439,BUKIT MERAH,TELOK BLANGAH RISE
