project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,longitude,latitude,planning_area,subzone
BISHAN 8,63 BISHAN STREET 21 BISHAN 8 SINGAPORE 574045,14537.037037037036,14920.90221405506,private,103.84703812427306,1.349476444890436,BISHAN,MARYMOUNT
AMO RESIDENCE,23 ANG MO KIO RISE AMO RESIDENCE SINGAPORE 569418,22719.101123595505,22776.25252157856,private,103.83336913921796,1.3692879520140528,ANG MO KIO,SHANGRI-LA
BOATHOUSE RESIDENCES,23 UPPER SERANGOON VIEW BOATHOUSE RESIDENCES SINGAPORE 534047,12580.0,12610.241583642024,private,103.90242737356937,1.3760117099323512,HOUGANG,KANGKAR
TOH TUCK HILL,65 ENG KONG TERRACE TOH TUCK HILL SINGAPORE 599019,13611.416026344676,13611.416026344676,private,103.77029501627052,1.336495572970933,BUKIT TIMAH,ANAK BUKIT
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,23215.32211259431,23215.32211259431,private,103.9035652718814,1.3097175661145692,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in PULASAN ROAD,48 PULASAN ROAD SINGAPORE 424412,21915.87133262637,21168.040809570823,private,103.90708147809548,1.3102093296882318,MARINE PARADE,KATONG
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,11853.448275862069,12278.762869921688,private,103.90466485106757,1.306718598689012,MARINE PARADE,KATONG
HARVEY VIEW,44 HARVEY CRESCENT HARVEY VIEW SINGAPORE 489407,17425.925925925927,16076.484067778263,private,103.95367047429602,1.3412095396036268,TAMPINES,SIMEI
BEAUTY WORLD PLAZA,140 UPPER BUKIT TIMAH ROAD BEAUTY WORLD PLAZA SINGAPORE 588176,16093.75,15126.821095571097,private,103.77630412109154,1.341787998428827,BUKIT TIMAH,ANAK BUKIT
EAST COAST HILL,8 SENNETT PLACE EAST COAST HILL SINGAPORE 466844,18542.143674871208,18114.34988830759,private,103.93783882889106,1.318583762762941,BEDOK,BEDOK SOUTH
URBAN RESIDENCES,10 LORONG AH SOO URBAN RESIDENCES SINGAPORE 534051,14666.666666666666,14454.440382577728,private,103.88008093658792,1.350773957391883,HOUGANG,TAI SENG
THE MEDLEY,68 LORONG G TELOK KURAU THE MEDLEY SINGAPORE 426258,13975.903614457831,14135.151253039568,private,103.91123747886276,1.3169892966828114,BEDOK,FRANKEL
CHANGI RISE CONDOMINIUM,22 SIMEI RISE CHANGI RISE CONDOMINIUM SINGAPORE 528810,9829.059829059828,9784.267212256427,private,103.96056372190353,1.34861038545995,TAMPINES,SIMEI
CELESTIA,160 JOO CHIAT TERRACE CELESTIA SINGAPORE 427305,13432.098765432098,13375.570334696828,private,103.90441498032926,1.31467316090181,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in JALAN LANGGAR BEDOK,106 JALAN LANGGAR BEDOK LUCKY HILL SINGAPORE 468558,17025.488740410787,17025.488740410787,private,103.94960103991558,1.3255671862308624,BEDOK,BEDOK SOUTH
THE ADARA,9 CHAPEL ROAD THE ADARA SINGAPORE 429515,18860.759493670885,18660.06302789624,private,103.90777278962346,1.3064370548600843,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in HILLSIDE TERRACE,HILLSIDE TERRACE,14649.190439475717,20631.13260381682,private,103.87762532519562,1.3573308185909612,HOUGANG,KOVAN
SOUTH UNION PARK,58 ELITE PARK AVENUE SOUTH UNION PARK SINGAPORE 458881,19697.732997481107,19769.13843847421,private,103.92515757970392,1.3152511440639705,BEDOK,FRANKEL
448@EAST COAST,448 EAST COAST ROAD 448@EAST COAST SINGAPORE 429021,17000.0,16266.074182365886,private,103.91344999145691,1.308824336068519,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in POOLE ROAD,47 POOLE ROAD SINGAPORE 437537,18028.16622854917,19639.486351985423,private,103.89174233319577,1.3073011598822175,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in JALAN SONGKET,64 JALAN SONGKET SINGAPORE 537435,12114.637310433034,12184.872901106624,private,103.88728631866212,1.3574723792518824,HOUGANG,LORONG AH SOO
FORT GARDENS,21 FORT ROAD FORT GARDENS SINGAPORE 439089,18880.597014925374,17976.06294066745,private,103.8848759858902,1.2991385727918996,KALLANG,TANJONG RHU
TIERRA VUE,42 SAINT PATRICK'S ROAD TIERRA VUE SINGAPORE 424215,19004.39342403628,18176.31831143271,private,103.9137171674505,1.3068861493932342,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in JALAN HAJIJAH,27 JALAN HAJIJAH SINGAPORE 468722,12542.209358417753,12542.209358417753,private,103.9347546614316,1.312434287675054,BEDOK,BAYSHORE
NYON,12 AMBER ROAD NYON SINGAPORE 439858,25272.897208985705,24839.555189288185,private,103.8984927586322,1.2998083848958175,MARINE PARADE,MARINE PARADE
CASA FELIZ,81 KOON SENG ROAD CASA FELIZ SINGAPORE 427024,10875.115044247788,10875.115044247788,private,103.90437627911685,1.3120905277531785,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in SUNSET PLACE,24 SUNSET PLACE SINGAPORE 597372,17359.994530775504,16943.372090691453,private,103.76906540073162,1.3271643005839786,CLEMENTI,SUNSET WAY
POH HENG COURT,1B WOO MON CHEW ROAD POH HENG COURT SINGAPORE 455055,13444.394213381554,13444.394213381554,private,103.92912149463623,1.3137519651402525,BEDOK,FRANKEL
THE BENTLY RESIDENCES@KOVAN,30 KOVAN ROAD THE BENTLEY RESIDENCES@KOVAN SINGAPORE 548086,15609.756097560976,15628.978579180486,private,103.88012489605096,1.3580945980825931,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in LORONG ABU TALIB,20 LORONG ABU TALIB SINGAPORE 456862,15520.903696177658,16272.167857861104,private,103.92820666730496,1.3158905353284227,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in SIRAT ROAD,11 SIRAT ROAD SINGAPORE 545768,16672.203765227023,18003.498535382718,private,103.87698342408662,1.3564203426394412,HOUGANG,KOVAN
EAST VIEW GARDEN,19 MERAGI ROAD EAST VIEW GARDEN SINGAPORE 487896,12134.001582695855,10430.32092289189,private,103.96048496880633,1.3451005561161131,TAMPINES,SIMEI
ONAN SUITES,215 ONAN ROAD ONAN SUITES SINGAPORE 424597,13823.529411764706,14178.223410576353,private,103.9000611454287,1.311827113539447,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in JALAN TENON,2 JALAN LYE KWEE JUNIOR PLAYWORLD CHILD CARE & DEVELOPMENT CENTRE SINGAPORE 537822,13310.835316399043,13310.835316399043,private,103.88473687209536,1.354184455534716,HOUGANG,LORONG AH SOO
LANDED HOUSING DEVELOPMENT in JALAN PELATOK,109 JALAN PELATOK SINGAPORE 488448,11151.149201402415,11254.06207985778,private,103.96221263443408,1.347555131932952,TAMPINES,SIMEI
THE RIVERVALE,7 RIVERVALE LINK THE RIVERVALE SINGAPORE 545125,9008.264462809915,9406.520360526374,private,103.897888495011,1.3810038800609643,SENGKANG,RIVERVALE
THE TAIPAN,25 JALAN HAJIJAH THE TAIPAN SINGAPORE 468721,12371.134020618556,12496.660710030028,private,103.93492786798936,1.3123075203658765,BEDOK,BAYSHORE
LANDED HOUSING DEVELOPMENT in FLORENCE CLOSE,25 FLORENCE CLOSE FLORENCE GROVE SINGAPORE 549609,18138.678076028456,18138.678076028456,private,103.88585872435075,1.3622971613425248,HOUGANG,KOVAN
ESPARINA RESIDENCES,111 COMPASSVALE BOW ESPARINA RESIDENCES SINGAPORE 544998,14024.39024390244,14363.977286679548,private,103.89137441301106,1.381892863206267,SENGKANG,COMPASSVALE
MOUNTBATTEN SUITES,861 MOUNTBATTEN ROAD MOUNTBATTEN SUITES SINGAPORE 437842,14368.932038834952,14622.820279861637,private,103.89995137288132,1.303260899282778,MARINE PARADE,KATONG
GREENBANK PARK,47 GREENBANK PARK GREENBANK PARK SINGAPORE 589408,14889.657006115394,18124.26343706671,private,103.78889423830256,1.3489983104277727,BUKIT TIMAH,SWISS CLUB
THE PALETTE,109 PASIR RIS GROVE THE PALETTE SINGAPORE 518199,12860.074074074077,12966.96743969894,private,103.94372780887088,1.3701355162540982,PASIR RIS,PASIR RIS CENTRAL
LANDED HOUSING DEVELOPMENT in MARGATE ROAD,2 MARGATE ROAD MARGATE POINT SINGAPORE 438042,14296.645104631578,14371.045735516838,private,103.88921221893683,1.300012984104369,MARINE PARADE,MOUNTBATTEN
THE OLD HOUSE,1011 UPPER SERANGOON ROAD THE OLD HOUSE SINGAPORE 534749,13198.879551820728,13198.879551820728,private,103.88742790534056,1.362694808577834,HOUGANG,KOVAN
EAST COAST RESIDENCES,412 UPPER EAST COAST ROAD EAST COAST RESIDENCES SINGAPORE 466488,14952.380952380952,15477.068491109132,private,103.93973219373616,1.314167947220284,BEDOK,BAYSHORE
LANDED HOUSING DEVELOPMENT in LUCKY RISE,12 LUCKY RISE SINGAPORE 467519,13756.960366852276,13742.956512460243,private,103.94065651856047,1.3188847313843493,BEDOK,BEDOK SOUTH
UNITED MANSION,600 EAST COAST ROAD UNITED MANSIONS SINGAPORE 459000,15354.330708661417,14990.945669800574,private,103.92118257169798,1.3110952260337156,BEDOK,FRANKEL
ROSE VILLE,2 ROSE LANE ROSE VILLE SINGAPORE 437384,14204.545454545454,14586.700336700336,private,103.8938237632633,1.3104864810698331,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in HARVEY AVENUE,28 HARVEY AVENUE HARVEY RESIDENCES SINGAPORE 489505,11731.53867747786,12230.648185038084,private,103.95507329287352,1.337969431112371,TAMPINES,SIMEI
PARC VERA,2 HOUGANG STREET 32 PARC VERA SINGAPORE 534041,12159.32075471698,12532.51635011167,private,103.89531474186546,1.363767144181473,HOUGANG,KANGKAR
SPAZIO @ KOVAN,767 UPPER SERANGOON ROAD SPAZIO @ KOVAN SINGAPORE 534635,15326.08695652174,15221.07582511002,private,103.8783298257411,1.3546989542443764,HOUGANG,KOVAN
CEYLON CREST,30 CEYLON ROAD CEYLON CREST SINGAPORE 429623,13283.084531550508,13283.084531550508,private,103.90290539749007,1.3063231238984092,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in JALAN KAMPONG CHANTEK,JALAN KAMPONG CHANTEK,12654.120700843609,15420.885752785174,private,103.78823972438516,1.341797081208724,BUKIT TIMAH,SWISS CLUB
D'WILKINSON,8F WILKINSON ROAD WILKINSON 8 SINGAPORE 436587,23817.08478882185,23817.08478882185,private,103.89005934399438,1.3022707196884022,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in PEACH GARDEN,30 PEACH GARDEN PEACH GARDEN SINGAPORE 437626,20293.95994659546,20293.95994659546,private,103.89656726236758,1.2985592282625502,MARINE PARADE,MOUNTBATTEN
LANDED HOUSING DEVELOPMENT in SUNBIRD AVENUE,11 SUNBIRD AVENUE SINGAPORE 487335,8874.943971313312,8874.943971313312,private,103.95916142239646,1.3392466317381395,TAMPINES,SIMEI
CLOVER PARK,4 JALAN BINCHANG CLOVER PARK SINGAPORE 578582,21280.56052474657,20569.33762228884,private,103.84371025557954,1.351285147708811,BISHAN,MARYMOUNT
CASTLE LOFT,133 LORONG K TELOK KURAU CASTLE LOFT SINGAPORE 425770,13417.431192660551,13417.431192660551,private,103.91467073511932,1.314046663784148,BEDOK,FRANKEL
CENTRO RESIDENCES,59 ANG MO KIO AVENUE 8 CENTRO RESIDENCES SINGAPORE 567752,16666.666666666668,17346.691167892444,private,103.84838631388943,1.3703043031854452,ANG MO KIO,ANG MO KIO TOWN CENTRE
GRACE PARK,19 GRACE PARK GRACE PARK SINGAPORE 557777,16123.991567111734,17059.225604476815,private,103.86938837310488,1.3577456117458535,SERANGOON,SERANGOON GARDEN
VITRA,170 TEMBELING ROAD VITRA SINGAPORE 423679,16372.549019607844,16083.031674208143,private,103.9031680969483,1.3095549346419235,MARINE PARADE,KATONG
BERKELEY RESIDENCES,11 LORONG N TELOK KURAU BERKELEY RESIDENCES SINGAPORE 425141,17067.159051872208,16858.238756228813,private,103.90925816872178,1.3096190165783586,BEDOK,FRANKEL
CADENCE LIGHT,199 TELOK KURAU ROAD CADENCE LIGHT SINGAPORE 423833,13779.147235176548,13615.764093778753,private,103.91101513253828,1.3124517771013728,BEDOK,FRANKEL
TERRENE AT BUKIT TIMAH,125 JALAN JURONG KECHIL TERRENE AT BUKIT TIMAH SINGAPORE 598681,17379.796578825706,17877.471728314507,private,103.7704771259518,1.341729902028196,BUKIT TIMAH,ANAK BUKIT
LANDED HOUSING DEVELOPMENT in CLOVER WAY,81 CLOVER WAY CLOVER PARK SINGAPORE 579133,18607.51694393099,19398.59313138631,private,103.84499808722416,1.3505577631618295,BISHAN,MARYMOUNT
LANDED HOUSING DEVELOPMENT in UPPER BEDOK ROAD,UPPER BEDOK ROAD,9407.01645451723,9407.01645451723,private,103.94747627139336,1.3292130576563583,BEDOK,BEDOK NORTH
PRESTIGE LOFT,286 TELOK KURAU ROAD PRESTIGE LOFT SINGAPORE 423911,14653.361344537814,14752.380952380952,private,103.91139368815554,1.3103798288934931,BEDOK,FRANKEL
CASA AROMA,21 CHIKU ROAD CASA AROMA SINGAPORE 429433,11665.996542157533,11665.996542157533,private,103.9062455290056,1.313838625924424,GEYLANG,GEYLANG EAST
HUME PARK II,29 HUME AVENUE HUME PARK 2 SINGAPORE 598732,15789.473684210529,15287.3489435574,private,103.76770978283687,1.3555594537780145,BUKIT BATOK,HILLVIEW
THE PROMINENCE,101 HAIG ROAD THE PROMINENCE SINGAPORE 438749,13660.68824730242,13660.68824730242,private,103.8975013820281,1.310496472459814,GEYLANG,GEYLANG EAST
JERSEY LODGE,150 LORONG J TELOK KURAU JERSEY LODGE SINGAPORE 423491,12998.366013071896,13406.241007933571,private,103.9149573269682,1.3144195581995974,BEDOK,FRANKEL
WATERFRONT WAVES,768 BEDOK RESERVOIR ROAD WATERFRONT WAVES SINGAPORE 479249,12972.366556447803,13558.772686931274,private,103.93027457393067,1.337001067708019,BEDOK,BEDOK RESERVOIR
