project_name,full_address,median_price_per_sqm,mean_price_per_sqm,housing_type,longitude,latitude,planning_area,subzone
GRAND REGALIA,815 UPPER SERANGOON ROAD GRAND REGALIA SINGAPORE 534676,11254.17222963952,11019.456750414693,private,103.88109034171796,1.3570728074901588,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in JALAN POKOK SERUNAI,11 JALAN POKOK SERUNAI SINGAPORE 468148,12612.055697676838,16716.585033589152,private,103.93673593130424,1.313572419465303,BEDOK,BAYSHORE
THE MINT RESIDENCES,180 JOO CHIAT TERRACE THE MINT RESIDENCES SINGAPORE 427326,12503.27608800607,12905.087622452904,private,103.90495251856984,1.3146743531318872,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in LORONG 110 CHANGI,16 LORONG 110 CHANGI SINGAPORE 426371,17282.010997643363,17282.010997643363,private,103.9095654923187,1.3175800590215794,BEDOK,FRANKEL
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,12181.372549019608,12181.372549019608,private,103.8759766055202,1.3614128830090335,HOUGANG,KOVAN
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,13736.263736263736,12927.74598520669,private,103.90531482717498,1.3143434781010064,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in EASTWOOD ROAD,45 EASTWOOD ROAD HOMES AT EASTWOOD ROAD SINGAPORE 486532,10403.358259967375,10740.462980916169,private,103.95663086039796,1.3210355651616148,BEDOK,BEDOK SOUTH
ONE ROSYTH,1 ROSYTH ROAD ONE ROSYTH SINGAPORE 546133,12121.920560047918,12314.787127435686,private,103.87394536630391,1.363069304947928,HOUGANG,KOVAN
TEMBELINA,190A TEMBELING ROAD TEMBELINA SINGAPORE 423687,12500.0,12500.0,private,103.903297292353,1.3093338181365637,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in SIMON ROAD,SIMON ROAD,19746.646795827124,20393.59027285685,private,103.88444263221946,1.3631125962394408,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in KANG CHOO BIN ROAD,17 KANG CHOO BIN ROAD SINGAPORE 548291,18130.530194568968,17963.67441517389,private,103.88211450863346,1.3643201125891011,HOUGANG,KOVAN
MERLOT VILLE,281 TELOK KURAU ROAD MERLOT VILLE SINGAPORE 423847,15242.77714140257,15242.77714140257,private,103.91196525989442,1.3105084864187937,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in STILL ROAD SOUTH,19 STILL ROAD SOUTH SINGAPORE 423930,24600.576653054224,24600.576653054224,private,103.90925548677716,1.307568845793531,BEDOK,FRANKEL
1 KING ALBERT PARK,1 KING ALBERT PARK 1 KING ALBERT PARK SINGAPORE 598326,18287.23404255319,18154.94985195316,private,103.78029725594838,1.3365735175763256,BUKIT TIMAH,HOLLAND ROAD
LANDED HOUSING DEVELOPMENT in JALAN LABU MERAH,9 JALAN LABU MERAH BARTLEY RISE ESTATE SINGAPORE 537976,15121.951219512195,15121.951219512195,private,103.87377383947542,1.345725466897363,SERANGOON,UPPER PAYA LEBAR
LANDED HOUSING DEVELOPMENT in KING ALBERT PARK,20B KING ALBERT PARK KING ALBERT PARK SINGAPORE 598300,13317.073170731708,13842.193832342562,private,103.7796356756383,1.3348480817738062,BUKIT TIMAH,HOLLAND ROAD
LANDED HOUSING DEVELOPMENT in BEDOK LANE,BEDOK LANE,9029.345372460495,9029.345372460495,private,103.94827009698965,1.329144579285708,BEDOK,BEDOK NORTH
RESIDENCES @ STANGEE,7 STANGEE CLOSE SINGAPORE 424098,25294.14519906323,25294.14519906323,private,103.90752134091804,1.309404752811654,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in BEDOK CLOSE,10 BEDOK CLOSE SINGAPORE 469879,8387.251377905583,8387.251377905583,private,103.94977702632478,1.3264960242766528,BEDOK,BEDOK SOUTH
LANDED HOUSING DEVELOPMENT in EATON PLACE,8 EATON PLACE SINGAPORE 549664,15701.668302257114,14728.302383539298,private,103.87775336898098,1.3586133562885778,HOUGANG,KOVAN
SILVERSEA,52 MARINE PARADE ROAD SILVERSEA SINGAPORE 449308,19909.315168334597,20220.827341671196,private,103.90310061621813,1.2999959196569837,MARINE PARADE,MARINE PARADE
SOO CHOW GARDEN,32 SOO CHOW RISE SOO CHOW GARDEN SINGAPORE 575473,23364.48598130841,23929.39852689492,private,103.83095594736562,1.3538541177612045,BISHAN,UPPER THOMSON
LANDED HOUSING DEVELOPMENT in WILTSHIRE ROAD,10 WILTSHIRE ROAD SINGAPORE 466386,12979.482604817127,14167.681298569578,private,103.9415906756668,1.317196601211369,BEDOK,BEDOK SOUTH
BRIGHTON CREST,29B BRIGHTON CRESCENT BRIGHTON CREST SINGAPORE 559227,12643.998318267815,12643.998318267815,private,103.86898303615268,1.3606346357993304,SERANGOON,SERANGOON GARDEN
THREE 11,311 UPPER THOMSON ROAD THREE 11 SINGAPORE 574409,20689.655172413797,20268.995108225277,private,103.82873671121156,1.356654470611918,BISHAN,UPPER THOMSON
MINT RESIDENCES @ JANSEN,20 JANSEN ROAD MINT RESIDENCES @ JANSEN SINGAPORE 548411,12238.805970149251,12007.378801804103,private,103.87742309848905,1.3598673572066602,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in CLOVER RISE,18 CLOVER RISE CLOVER PARK SINGAPORE 579169,17857.14285714286,19823.490925641465,private,103.8431423871863,1.3486190024605005,BISHAN,MARYMOUNT
LANDED HOUSING DEVELOPMENT in TOH AVENUE,19A TOH AVENUE TOH ESTATE SINGAPORE 508058,14059.757183786836,14059.757183786836,private,103.97385181590982,1.3649778899305909,PASIR RIS,LOYANG EAST
EMERY POINT,18 IPOH LANE EMERY POINT SINGAPORE 438622,15950.753032120483,16173.29782136732,private,103.89582378903307,1.3115862930634383,GEYLANG,GEYLANG EAST
PALM LOFT,136 JOO CHIAT TERRACE PALM LOFT SINGAPORE 427282,12857.48106060606,12642.54929098679,private,103.90341577311364,1.314615336164904,GEYLANG,GEYLANG EAST
JANSEN HOUSE,25 JANSEN ROAD JANSEN HOUSE SINGAPORE 548429,22580.64516129032,22430.48868560424,private,103.876493833034,1.3598330526747158,HOUGANG,KOVAN
ST PATRICK'S RESIDENCES,58 SAINT PATRICK'S ROAD SAINT PATRICK'S RESIDENCES SINGAPORE 424218,16071.42857142857,16477.782051520215,private,103.91478854185992,1.3078500479406854,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in TOH TUCK TERRACE,TOH TUCK TERRACE,13689.904363207928,14894.416078254257,private,103.76908941808918,1.3379955764406113,BUKIT TIMAH,ANAK BUKIT
CERELIA VISTA,64 LORONG AH SOO CERELIA VISTA SINGAPORE 534100,6724.890829694323,6426.652302996492,private,103.88249112162728,1.3506295899356022,HOUGANG,TAI SENG
LANDED HOUSING DEVELOPMENT in FOWLIE ROAD,FOWLIE ROAD,28348.69596031184,26375.60010610477,private,103.90230800238494,1.3066593244397644,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in JALAN CHEMPAKA PUTEH,JALAN CHEMPAKA PUTEH,1686.6688290626014,1811.84318625904,private,103.94865804059924,1.330799988091144,BEDOK,BEDOK NORTH
TEMBELING COURT,86 TEMBELING ROAD TEMBELING COURT SINGAPORE 423596,14227.642276422765,14306.757951790045,private,103.90150044382328,1.3118548759170006,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in SENNETT ROAD,24 NEW INDUSTRIAL ROAD IN SPACE SINGAPORE 536210,15711.56484969386,16837.295064697646,private,103.93781302582622,1.3194035803024469,BEDOK,BEDOK SOUTH
TORIE MANSIONS,77A EVERITT ROAD TORIE MANSIONS SINGAPORE 428619,10831.497275527126,10831.497275527126,private,103.90356334272568,1.3119632363814908,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in LOWLAND ROAD,20 LOWLAND ROAD LOWLAND TERRACE SINGAPORE 547393,20044.34180677248,20044.34180677248,private,103.88294410613368,1.360917147322646,HOUGANG,KOVAN
OCEAN FRONT SUITES,65 LORONG MELAYU M SUITES SINGAPORE 416952,15626.315789473683,15306.649609354514,private,103.96075240894454,1.37932875737245,PASIR RIS,PASIR RIS PARK
THE GRANDIFLORA,121 LORONG L TELOK KURAU THE GRANDIFLORA SINGAPORE 425554,10937.5,10937.5,private,103.91378484101804,1.312715307244338,BEDOK,FRANKEL
EAST MEADOWS,34 TANAH MERAH KECHIL ROAD EAST MEADOWS SINGAPORE 465560,11441.867561794325,11661.36598660264,private,103.9446810515058,1.3286349483860216,BEDOK,BEDOK NORTH
VALVISTA,22 MAR THOMA ROAD THE CALLISTA SINGAPORE 328702,13633.669235328987,14175.069521989448,private,103.86775600759412,1.361755811307382,SERANGOON,SERANGOON GARDEN
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,15092.290988056462,15092.290988056462,private,103.90167883115215,1.3089835992562304,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in UPPER EAST COAST ROAD,777 UPPER EAST COAST ROAD EAST COAST TERRACE SINGAPORE 466628,15304.347826086956,15326.10071715195,private,103.95440475345822,1.3198211912646385,BEDOK,BEDOK SOUTH
NOTTINGHILL SUITES,29A TOH TUCK ROAD NOTTINGHILL SUITES SINGAPORE 596195,17281.08108108108,16972.355843691777,private,103.76918299644964,1.3388539089655984,BUKIT TIMAH,ANAK BUKIT
OASIS GARDEN,53 JALAN BUNGA RAMPAI OASIS GARDEN SINGAPORE 538421,14834.123222748814,15422.753326873368,private,103.88302640874568,1.3387825629331174,TOA PAYOH,JOO SENG
REGINA HILL,33 JALAN LAYANG LAYANG REGINA HILL SINGAPORE 598499,19413.599187501462,19413.599187501462,private,103.76617337429384,1.345058681319058,BUKIT TIMAH,ANAK BUKIT
POH HUAT GARDENS,70 POH HUAT CRESCENT POH HUAT GARDENS SINGAPORE 546902,14637.166636404803,14766.53291793516,private,103.8804820684516,1.3678921689851335,HOUGANG,KOVAN
GIDEON'S LODGE,49 JOO CHIAT LANE GIDEON'S LODGE SINGAPORE 428106,11762.295081967211,11762.295081967211,private,103.90355601606812,1.312898122902985,GEYLANG,GEYLANG EAST
LANDED HOUSING DEVELOPMENT in LIM TECK BOO ROAD,17 LIM TECK BOO ROAD SINGAPORE 536999,10970.066518847008,10970.066518847008,private,103.88457193395354,1.343370168874107,HOUGANG,TAI SENG
VILLA MARTIA,11 MARTIA ROAD VILLA MARTIA SINGAPORE 424808,14833.333333333334,15780.469332739876,private,103.9113984642527,1.3066666543761287,BEDOK,FRANKEL
THOMSON PARK,7 JALAN BELIBAS THOMSON PARK SINGAPORE 578659,20830.221747891737,21320.5887740776,private,103.8339121064476,1.356028300004098,BISHAN,UPPER THOMSON
CASA RIVIERA,19B LIM TUA TOW ROAD CASA RIVIERA SINGAPORE 547802,12190.47619047619,12069.626995258132,private,103.87539240874376,1.354691171479785,SERANGOON,SERANGOON CENTRAL
TIVOLI GARDENS,177 TAI KENG GARDENS TIVOLI GARDENS SINGAPORE 535481,11616.666666666668,12335.615569083391,private,103.88524690425194,1.3455846784404002,HOUGANG,TAI SENG
JANSEN MANSIONS,28 JANSEN ROAD JANSEN 28 SINGAPORE 548431,13603.988603988604,13603.988603988604,private,103.876493833034,1.3598330526747158,HOUGANG,KOVAN
OASIS @ ELIAS,72 ELIAS ROAD OASIS @ ELIAS SINGAPORE 519944,9920.509747019116,10283.255423064307,private,103.94160227719895,1.377447834407619,PASIR RIS,PASIR RIS WEST
GRACE GARDEN,29 JALAN BAIDURI GRACE GARDEN SINGAPORE 428400,19253.69871198061,19253.69871198061,private,103.91262640301358,1.3117317670237991,BEDOK,FRANKEL
DUKU COURT,71 DUKU ROAD DUKU COURT SINGAPORE 429233,11717.64705882353,11717.64705882353,private,103.90602914803824,1.3106457275700565,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in ONAN ROAD,ONAN ROAD GREEN SPACE,21844.12733260154,22334.45616526128,private,103.9006872785678,1.3105509595191376,GEYLANG,GEYLANG EAST
77 @ EAST COAST,77 UPPER EAST COAST ROAD 77 @ EAST COAST SINGAPORE 455218,18812.5,19012.68226375601,private,103.92739432141718,1.313363564913382,BEDOK,FRANKEL
SOUTHAVEN II,39 HINDHEDE WALK SOUTHAVEN II SINGAPORE 587971,13448.979591836734,14123.106163352848,private,103.7736601797956,1.3465180778601014,BUKIT PANJANG,NATURE RESERVE
LANDED HOUSING DEVELOPMENT in TAMAN BEDOK,13 TAMAN BEDOK BEDOK PESARI SINGAPORE 487063,15346.287992027905,15346.287992027905,private,103.95341552225594,1.3246871760916323,BEDOK,BEDOK SOUTH
SANDALWOOD,162 TEMBELING ROAD SANDALWOOD SINGAPORE 423671,14102.956167176351,14316.263687264884,private,103.9031786213172,1.309858188686818,MARINE PARADE,KATONG
DUNMAN REGENCY,485 DUNMAN ROAD DUNMAN REGENCY SINGAPORE 439190,17012.345679012345,16952.11878545212,private,103.89334827690334,1.3096077275535103,GEYLANG,GEYLANG EAST
NANYANG PARK,15 CHUAN HOE AVENUE NANYANG PARK SINGAPORE 549822,13599.77796280877,14542.686711272496,private,103.87599139025832,1.3645935246371457,HOUGANG,KOVAN
PALM GROVE TERRACE,3 PALM GROVE AVENUE PALM GROVE TERRACE SINGAPORE 547338,22318.88481888482,20698.02049346085,private,103.8791743756493,1.360809984122838,HOUGANG,KOVAN
LANDED HOUSING DEVELOPMENT in BOUNDARY ROAD,62 BOUNDARY ROAD SINGAPORE 549980,10847.914069718194,12117.876534184168,private,103.87543139070276,1.3539549484790536,SERANGOON,SERANGOON CENTRAL
MARINE VILLE,161 MARINE PARADE MARINE VILLE SINGAPORE 449527,17254.372813593203,17254.372813593203,private,103.90676934861747,1.3042803751728504,MARINE PARADE,KATONG
AURA 83,83 DUKU ROAD AURA 83 SINGAPORE 429247,15809.40463645943,15631.551099463144,private,103.90626673399892,1.3109676469774498,MARINE PARADE,KATONG
LANDED HOUSING DEVELOPMENT in SANDILANDS ROAD,28 SANDILANDS ROAD SINGAPORE 546089,14044.59377468594,15956.054320249268,private,103.87855108798938,1.3633348393369595,HOUGANG,KOVAN
THE CHERRYWOOD,5 THE INGLEWOOD THE INGLEWOOD SINGAPORE 575034,13669.354838709678,13669.354838709678,private,103.9142123953986,1.312121076061281,BEDOK,FRANKEL
D'HIRO@HILLSIDE,61 HILLSIDE DRIVE D'HIRO@HILLSIDE SINGAPORE 549010,12307.692307692309,12572.42500789475,private,103.87477128839816,1.3600160320218273,HOUGANG,KOVAN
COASTARINA,510 EAST COAST ROAD COASTARINA SINGAPORE 459135,19240.25885225885,18935.74189749994,private,103.91834862142014,1.3095590595745663,BEDOK,FRANKEL
CASA PASIR RIS,201 JALAN LOYANG BESAR CASA PASIR RIS SINGAPORE 509506,10840.70796460177,10645.401723577424,private,103.96368774531622,1.3793919518401545,PASIR RIS,PASIR RIS PARK
LANDED HOUSING DEVELOPMENT in UPPER THOMSON ROAD,UPPER THOMSON MRT STATION EXIT 2,16962.443252166733,16714.332051761423,private,103.83239270782722,1.3551497498503011,BISHAN,UPPER THOMSON
BRIGHT GARDEN,9 EVERGREEN GARDENS EVERGREEN GARDEN SINGAPORE 468885,20310.48200122025,20310.48200122025,private,103.90889269759816,1.311527939566663,BEDOK,FRANKEL
WATER PLACE,173 TANJONG RHU ROAD WATER PLACE SINGAPORE 436932,16259.109838625716,16105.105908910971,private,103.87278395843228,1.2967699689868992,KALLANG,TANJONG RHU
GOODLUCK GARDEN,CHINESE GARDEN MRT STATION EXIT C,10114.408887415022,10114.408887415022,private,103.76963353521096,1.3409945764808917,BUKIT TIMAH,ANAK BUKIT
RESIDENTIAL APARTMENTS,69 WAN THO AVENUE HCSA DAYSPRING RESIDENTIAL TREATMENT CENTRE SINGAPORE 347601,15143.853530950306,15143.853530950306,private,103.90891304675628,1.3129633377565717,BEDOK,FRANKEL
LANDED HOUSING DEVELOPMENT in LORONG GAMBIR,75 LORONG GAMBIR GAMBIR TERRACE SINGAPORE 536623,15616.312106487345,15477.905805408926,private,103.87502275805284,1.345818057406322,SERANGOON,UPPER PAYA LEBAR
CLASSICAL TERRACE,17A JALAN RINDU CLASSICAL TERRACE SINGAPORE 537506,14485.514485514486,13697.007325524508,private,103.87627410794263,1.344851059888614,SERANGOON,UPPER PAYA LEBAR
CHUAN GARDEN,20 CHUAN GARDEN CHUAN GARDEN SINGAPORE 558538,10279.955207166857,11449.830882903849,private,103.86867851348109,1.3631054894166397,SERANGOON,SERANGOON GARDEN
PENG'S COURT,226 TEMBELING ROAD PENG'S COURT SINGAPORE 423714,11630.434782608696,11630.434782608696,private,103.90423807991138,1.3082166914378102,MARINE PARADE,KATONG
